iter	Passed	Remaining
0	3	155
1	6	154
2	9	144
3	11	135
4	14	130
5	17	129
6	21	130
7	24	129
8	27	123
9	29	118
10	32	115
11	35	111
12	37	107
13	39	102
14	42	98
15	44	95
16	47	92
17	50	88
18	52	85
19	54	82
20	57	78
21	59	75
22	61	72
23	64	69
24	66	66
25	68	63
26	71	60
27	72	57
28	75	54
29	78	52
30	80	49
31	82	46
32	85	43
33	87	41
34	90	38
35	92	36
36	95	33
37	97	30
38	100	28
39	102	25
40	104	22
41	107	20
42	109	17
43	112	15
44	114	12
45	116	10
46	119	7
47	122	5
48	124	2
49	127	0
